book,total_words,common_count,percentage_common,ASL,ASW,FKGL_Score
The_Burgess_Bird_Book_for_Children.txt,77976,967,1.24,14.09,1.29,5.16
The_Care_and_Feeding_of_Children.txt,33692,1195,3.55,17.59,1.43,8.18
The_Childrens_Bible.txt,139308,1551,1.11,21.23,1.27,7.67
The_Childrens_Book_of_Birds.txt,71906,1007,1.4,17.01,1.27,6.01
The_Childrens_Book_of_Christmas_Stories.txt,79793,1540,1.93,16.76,1.31,6.44
The_Childrens_Book_of_Gardening.txt,47239,851,1.8,22.14,1.32,8.61
The_Childrens_Book_of_London.txt,84598,1448,1.71,26.03,1.29,9.73
The_Childrens_Book_of_Thanksgiving_Stories.txt,84302,1545,1.83,18.44,1.34,7.45
The_Childrens_Garland_from_the_Best.txt,66628,371,0.56,23.22,1.25,8.19
The_Childrens_Hour_v_5_Stories.txt,124394,2108,1.69,30.89,1.31,11.94
The_Childrens_Pilgrimage.txt,84757,1182,1.39,16.57,1.3,6.25
The_Childrens_Story_of_the_War.txt,97877,2515,2.57,20.34,1.42,9.09
The_Children_of_Odin_The_Book.txt,66196,443,0.67,16.2,1.24,5.31
The_Children_of_the_New_Forest.txt,114455,2223,1.94,21.06,1.32,8.18
The_Children_of_the_Poor.txt,86392,2888,3.34,21.43,1.41,9.44
The_family_Robinson_Crusoe_b_or.txt,171574,5791,3.38,31.08,1.4,13.06
The_Grandchildren_of_the_Ghetto.txt,83362,2181,2.62,13.61,1.46,6.94
The_Heroes_Or_Greek_Fairy_Tales.txt,48556,229,0.47,26.85,1.23,9.35
The_House_of_Arden_A_Story.txt,75219,913,1.21,16.03,1.29,5.83
The_Infant_System_For_Developing_the.txt,125302,4640,3.7,25.22,1.42,10.94
The_Montessori_Method_Scientific_Pedagogy_as.txt,119237,6893,5.78,25.9,1.54,12.67
The_Night_Before_Christmas_and_Other.txt,7141,144,2.02,15.75,1.28,5.66
The_Parents_Assistant_Or_Stories_for.txt,171705,3298,1.92,18.05,1.34,7.24
The_Railway_Children.txt,66845,1118,1.67,14.28,1.31,5.44
The_Story_of_the_Treasure_Seekers.txt,53548,632,1.18,16.9,1.28,6.08
Treatise_on_Parents_and_Children.txt,39945,1737,4.35,32.84,1.51,15.07
Under_the_Window_Pictures_Rhymes_for.txt,3477,119,3.42,16.45,1.31,6.23
Very_Short_Stories_and_Verses_For.txt,14730,105,0.71,18.66,1.24,6.28
Wonderful_Stories_for_Children.txt,26386,400,1.52,19.66,1.27,7.06
World_Stories_Retold_for_Modern_Boys.txt,95567,1828,1.91,18.83,1.33,7.43
