book,total_words,common_count,percentage_common,ASL,ASW,FKGL_Score
The_Prophet.txt,12645,11112,87.88,18.95,1.26,6.63
The_Pursuit_of_God.txt,29372,26523,90.3,19.46,1.41,8.59
The_Railway_Children.txt,66845,55575,83.14,14.28,1.31,5.44
The_Red_Badge_of_Courage_An.txt,46576,37279,80.04,13.25,1.37,5.78
The_Red_Record_Tabulated_Statistics_and.txt,34513,29481,85.42,21.41,1.47,10.07
The_Reign_of_Greed.txt,116953,94011,80.38,21.15,1.47,9.99
The_Return_of_Sherlock_Holmes.txt,114551,98171,85.7,14.75,1.35,6.07
The_Roll_of_Honour_Volume_1.txt,842577,592279,70.29,10.84,1.45,5.78
The_Sea_Gull.txt,22097,18879,85.44,12.92,1.38,5.75
The_Sign_of_the_Four.txt,44082,37347,84.72,14.96,1.33,5.93
The_Social_Cancer_A_Complete_English.txt,178274,150760,84.57,18.99,1.44,8.78
The_Souls_of_Black_Folk.txt,69319,58240,84.02,25.99,1.47,11.87
The_Story_of_a_Life.txt,96216,84793,88.13,17.6,1.43,8.13
The_Tale_of_Peter_Rabbit.txt,1018,892,87.62,15.8,1.43,7.45
The_Time_Machine.txt,32645,27962,85.65,17.07,1.4,7.64
The_War_of_the_Worlds.txt,60422,50719,83.94,18.81,1.41,8.34
The_Wind_in_the_Willows.txt,59461,48006,80.74,19.22,1.34,7.73
The_Wonderful_Wizard_of_Oz.txt,40718,34738,85.31,18.42,1.26,6.44
The_Yellow_Wallpaper.txt,6125,5448,88.95,15.6,1.29,5.73
Three_men_in_a_boat_to.txt,67638,58403,86.35,19.66,1.32,7.62
Ulysses.txt,267753,207827,77.62,13.04,1.4,6.06
Up_from_Slavery_An_Autobiography.txt,76990,71071,92.31,24.72,1.43,10.87
We.txt,64398,56741,88.11,13.97,1.4,6.33
White_Fang.txt,72599,60772,83.71,15.45,1.34,6.28
Winnie_the_Pooh.txt,23735,20613,86.85,12.78,1.29,4.63
