book,total_words,common_count,percentage_common,ASL,ASW,FKGL_Score
How_We_Think.txt,65328,16869,25.82,25.47,1.67,14.11
Leaves_of_Grass.txt,121760,25432,20.89,34.09,1.39,14.16
Leviathan.txt,213757,43144,20.18,38.21,1.44,16.28
Little_Brother.txt,123616,27473,22.22,13.9,1.37,5.94
Lysistrata.txt,14935,2515,16.84,13.05,1.4,6.02
Meditations.txt,72219,15039,20.82,25.28,1.42,10.98
Metamorphosis.txt,22012,5429,24.66,27.46,1.34,10.97
Moby_Dick_Or_The_Whale.txt,570,107,18.77,48.11,1.66,22.77
Mrs_Dalloway.txt,63994,14982,23.41,17.74,1.39,7.68
Myths_and_Legends_of_Ancient_Greece.txt,106837,22983,21.51,24.71,1.51,11.9
Nature.txt,15423,3795,24.61,19.79,1.48,9.62
Oedipus_King_of_Thebes_Translated_into.txt,18584,3348,18.02,13.84,1.28,4.9
On_Liberty.txt,52181,13385,25.65,36.12,1.6,17.37
On_the_Duties_of_the_Clergy.txt,1025,166,16.2,67.56,1.56,29.14
On_the_Duty_of_Civil_Disobedience.txt,9424,2024,21.48,27.11,1.43,11.84
On_the_Origin_of_Species_By.txt,155823,41315,26.51,30.14,1.61,15.13
On_War.txt,297633,77390,26.0,37.12,1.53,17.0
Paradise_Lost.txt,80034,15143,18.92,50.36,1.33,19.79
Pascals_Pensees.txt,112315,23742,21.14,18.66,1.41,8.35
Perpetual_Peace_A_Philosophical_Essay.txt,54586,12989,23.8,24.57,1.55,12.29
Persuasion.txt,84148,18993,22.57,23.56,1.43,10.42
Phaedo.txt,42882,9328,21.75,27.85,1.41,11.95
Phaedrus.txt,38245,8534,22.31,29.93,1.44,13.05
Poems_by_Emily_Dickinson_Three_Series.txt,31525,6358,20.17,19.4,1.35,7.9
Poems_Every_Child_Should_Know.txt,1512,199,13.16,100.18,1.48,40.89
Poems_on_various_subjects_religious_and.txt,15458,3204,20.73,22.71,1.33,8.98
Poems_with_The_Ballad_of_Reading.txt,37747,6947,18.4,31.8,1.28,11.93
Psyche_The_Cult_of_Souls_and.txt,333800,57757,17.3,16.39,1.49,8.44
Report_on_the_Radiolaria_Collected_by.txt,456256,96182,21.08,12.79,1.65,8.85
Revelations_of_Divine_Love.txt,82873,14372,17.34,26.91,1.33,10.54
Rip_Van_Winkle.txt,8499,1792,21.08,25.14,1.42,10.95
Second_Treatise_of_Government.txt,56559,13356,23.61,54.15,1.46,22.79
Siddhartha.txt,39530,8522,21.56,21.54,1.36,8.81
Songs_of_Innocence_and_of_Experience.txt,5579,1310,23.48,19.71,1.24,6.78
Spensers_The_Faerie_Queene_Book_I.txt,75572,12152,16.08,22.03,1.34,8.78
Spoon_River_Anthology.txt,3908,416,10.64,80.83,1.47,33.32
Struwwelpeter_Merry_Stories_and_Funny_Pictures.txt,2390,464,19.41,17.35,1.22,5.52
Symposium.txt,32694,6803,20.81,30.78,1.42,13.16
The_Aeneid.txt,107986,22605,20.93,24.62,1.3,9.38
The_Anabasis_of_Alexander_b_or.txt,150357,29458,19.59,20.92,1.47,9.87
The_Antichrist.txt,34064,7005,20.56,24.12,1.56,12.27
The_Art_of_War.txt,55321,12322,22.27,21.27,1.46,9.92
The_Bible_Douay_Rheims_Complete_The.txt,1064702,189295,17.78,21.18,1.29,7.84
The_Birth_of_Tragedy_or_Hellenism.txt,54498,11801,21.65,38.02,1.63,18.45
The_Canterbury_Tales_and_Other_Poems.txt,285479,42347,14.83,30.35,1.29,11.43
The_City_of_God_Volume_I.txt,233395,50813,21.77,34.71,1.43,14.83
The_Communist_Manifesto.txt,11491,2720,23.67,24.55,1.75,14.64
The_Complete_Works_of_William_Shakespeare.txt,969332,177772,18.34,13.74,1.31,5.25
The_Confessions_of_St_Augustine.txt,111993,23252,20.76,30.53,1.33,12.07
The_Consolation_of_Philosophy.txt,43106,9241,21.44,22.74,1.41,9.86
The_Critique_of_Pure_Reason.txt,209421,48072,22.95,35.58,1.69,18.24
The_divine_comedy.txt,109847,20794,18.93,25.13,1.3,9.5
The_Divine_Comedy_of_Dante_Alighieri.txt,117939,23421,19.86,22.55,1.39,9.57
The_Dore_Bible_Gallery_Complete_Containing.txt,35802,6388,17.84,22.94,1.29,8.6
The_Egyptian_Book_of_the_dead.txt,139065,23646,17.0,15.73,1.36,6.65
The_Elementary_Forms_of_the_Religious.txt,221785,50270,22.67,22.44,1.55,11.42
The_Enchiridion.txt,11181,2200,19.68,18.11,1.5,9.12
The_Ethics_of_Aristotle.txt,113998,26664,23.39,39.74,1.45,17.05
The_Fall_of_the_House_of.txt,7111,1504,21.15,29.77,1.54,14.14
The_Genealogy_of_Morals_The_Complete.txt,55729,11952,21.45,36.16,1.58,17.12
The_Germany_and_the_Agricola_of.txt,49120,11194,22.79,24.52,1.52,11.95
The_Great_Gatsby.txt,49584,10300,20.77,15.0,1.38,6.56
The_History_of_Herodotus_Volume_1.txt,162228,35108,21.64,42.9,1.35,17.04
The_History_of_Rome_Books_01.txt,233056,55708,23.9,34.46,1.49,15.41
The_History_of_the_Decline_and.txt,1594233,331578,20.8,25.56,1.58,13.04
The_History_of_the_Peloponnesian_War.txt,204728,48455,23.67,40.21,1.48,17.58
The_Iliad.txt,153677,28216,18.36,31.13,1.27,11.54
The_Invisible_Man_A_Grotesque_Romance.txt,49638,10008,20.16,13.4,1.38,5.97
The_island_of_Doctor_Moreau.txt,44291,8897,20.09,15.63,1.37,6.69
The_Jewish_State.txt,42937,11242,26.18,19.13,1.59,10.66
The_Kama_Sutra_of_Vatsyayana_Translated.txt,59393,14607,24.59,24.55,1.41,10.66
The_King_in_Yellow.txt,73509,14530,19.77,16.55,1.35,6.8
The_King_James_Version_of_the.txt,852598,144647,16.97,27.69,1.27,10.23
The_Lady_of_the_Lake.txt,80050,15847,19.8,19.86,1.36,8.16
The_lesser_Key_of_Solomon_Goetia.txt,21558,4422,20.51,18.68,1.42,8.46
The_Lives_of_the_Twelve_Caesars.txt,234698,50950,21.71,28.82,1.52,13.54
The_Marriage_of_Heaven_and_Hell.txt,4688,1080,23.04,18.45,1.39,7.96
The_Metamorphoses_of_Ovid_Books_I.txt,127891,25873,20.23,23.06,1.4,9.91
The_Odyssey_Rendered_into_English_prose.txt,130597,24651,18.88,29.44,1.28,10.95
The_Philosophy_of_Auguste_Comte.txt,110017,26748,24.31,20.23,1.69,12.24
The_Picture_of_Dorian_Gray.txt,80508,16267,20.21,12.65,1.35,5.25
The_Poetics_of_Aristotle.txt,15268,3765,24.66,22.36,1.54,11.26
The_Portrait_of_a_Lady_Volume.txt,119782,25075,20.93,16.44,1.41,7.49
The_Prince.txt,50102,11598,23.15,37.83,1.46,16.43
