book,total_words,common_count,percentage_common
2_B_R_0_2_B.txt,2677,74,2.76
Anne_of_Green_Gables.txt,104329,1766,1.69
Anthem.txt,19300,202,1.05
As_a_man_thinketh.txt,7597,361,4.75
A_Complete_Guide_to_Heraldry.txt,272785,11011,4.04
A_Portrait_of_the_Artist_as.txt,84912,1172,1.38
A_Room_with_a_View.txt,68578,1539,2.24
A_Study_in_Scarlet.txt,44320,1174,2.65
Cyrano_de_Bergerac.txt,35398,577,1.63
De_Profundis.txt,17823,445,2.5
Dubliners.txt,68870,1099,1.6
English_Fairy_Tales.txt,376,25,6.65
Ethan_Frome.txt,35251,527,1.49
Fifteen_Thousand_Useful_Phrases.txt,3999,127,3.18
Heart_of_Darkness.txt,38352,833,2.17
History_of_Ancient_Pottery_Greek_Etruscan.txt,234162,7303,3.12
Howards_End.txt,609,26,4.27
How_to_Live_on_24_Hours.txt,12995,525,4.04
How_We_Think.txt,65328,5587,8.55
Just_so_stories.txt,29567,335,1.13
Little_Brother.txt,123616,3307,2.68
Metamorphosis.txt,22012,564,2.56
Moby_Multiple_Language_Lists_of_Common.txt,445,23,5.17
Mrs_Dalloway.txt,63994,1325,2.07
Myths_of_the_Cherokee_Extract_from.txt,302726,11427,3.77
Omens_and_Superstitions_of_Southern_India.txt,95936,2701,2.82
Peter_Pan_b_Peter_and_Wendy.txt,48726,689,1.41
Plays.txt,59847,865,1.45
Poems_with_The_Ballad_of_Reading.txt,37747,156,0.41
Project_Gutenberg_Compilation_of_Short_Stories.txt,954098,19208,2.01
Pygmalion.txt,33574,769,2.29
Riders_to_the_Sea.txt,8248,416,5.04
Right_Ho_Jeeves.txt,76387,1627,2.13
Rizals_own_story_of_his_life.txt,12978,374,2.88
RUR_Rossums_Universal_Robots_A_Fantastic.txt,22214,571,2.57
Siddhartha.txt,39530,870,2.2
Southern_Horrors_Lynch_Law_in_All.txt,9752,358,3.67
Spoon_River_Anthology.txt,3908,37,0.95
Studies_in_the_Psychology_of_Sex.txt,140656,7094,5.04
The_Adventures_of_Sherlock_Holmes.txt,107235,2333,2.18
The_Blue_Castle_a_novel.txt,69585,1367,1.96
The_call_of_the_wild.txt,31981,499,1.56
The_Canterville_Ghost.txt,11749,321,2.73
The_Elementary_Forms_of_the_Religious.txt,221785,13595,6.13
The_Elements_of_Style.txt,14031,907,6.46
The_eleventh_hour_in_the_life.txt,9762,275,2.82
The_Enchanted_April.txt,79169,2125,2.68
The_Extraordinary_Adventures_of_Arsene_Lupin.txt,55433,1915,3.45
The_First_Book_of_Adam_and.txt,34920,409,1.17
The_Game_of_Rat_and_Dragon.txt,5703,115,2.02
The_Garden_Party_and_Other_Stories.txt,58715,789,1.34
The_Gift_of_the_Magi.txt,2095,47,2.24
The_Great_Gatsby.txt,49584,1089,2.2
The_Happy_Prince_and_Other_Tales.txt,16864,321,1.9
The_Hound_of_the_Baskervilles.txt,60648,1366,2.25
The_Importance_of_Being_Earnest_A.txt,20633,563,2.73
The_Invisible_Man_A_Grotesque_Romance.txt,49638,1164,2.34
The_island_of_Doctor_Moreau.txt,44291,1127,2.54
The_Jewish_State.txt,42937,2683,6.25
The_Jungle.txt,150603,2813,1.87
The_Jungle_Book.txt,51913,362,0.7
The_Junior_Classics_Volume_1_Fairy.txt,2461,38,1.54
The_King_in_Yellow.txt,73509,1247,1.7
The_Lady_with_the_Dog_and.txt,72261,1627,2.25
The_Letters_of_Franklin_K_Lane.txt,141732,6243,4.4
The_Man_Who_Was_Thursday_A.txt,59519,1558,2.62
The_Memoirs_of_Sherlock_Holmes.txt,97678,2442,2.5
The_Monkeys_Paw_The_Lady_of.txt,4111,59,1.44
The_murder_of_Roger_Ackroyd.txt,73482,1950,2.65
The_Mysterious_Affair_at_Styles.txt,58692,1517,2.58
The_Phantom_of_the_Opera.txt,85742,2316,2.7
The_Philippines_a_Century_Hence.txt,15896,857,5.39
The_Philosophy_of_Auguste_Comte.txt,110017,8876,8.07
The_Picture_of_Dorian_Gray.txt,80508,1708,2.12
The_Problems_of_Philosophy.txt,42850,2781,6.49
The_Prophet.txt,12645,137,1.08
The_Pursuit_of_God.txt,29372,1037,3.53
The_Railway_Children.txt,66845,1118,1.67
The_Red_Badge_of_Courage_An.txt,46576,1041,2.24
The_Red_Record_Tabulated_Statistics_and.txt,34513,1230,3.56
The_Reign_of_Greed.txt,116953,3770,3.22
The_Return_of_Sherlock_Holmes.txt,114551,2891,2.52
The_Roll_of_Honour_Volume_1.txt,842577,22363,2.65
The_Sea_Gull.txt,22097,621,2.81
The_Sign_of_the_Four.txt,44082,893,2.03
The_Social_Cancer_A_Complete_English.txt,178274,5141,2.88
The_Souls_of_Black_Folk.txt,69319,2444,3.53
The_Story_of_a_Life.txt,96216,3665,3.81
The_Tale_of_Peter_Rabbit.txt,1018,42,4.13
The_Time_Machine.txt,32645,1004,3.08
The_War_of_the_Worlds.txt,60422,1401,2.32
The_Wind_in_the_Willows.txt,59461,1060,1.78
The_Wonderful_Wizard_of_Oz.txt,40718,401,0.98
The_Yellow_Wallpaper.txt,6125,109,1.78
Three_men_in_a_boat_to.txt,67638,1154,1.71
Ulysses.txt,267753,4769,1.78
Up_from_Slavery_An_Autobiography.txt,76990,3591,4.66
We.txt,64398,1837,2.85
White_Fang.txt,72599,1425,1.96
Winnie_the_Pooh.txt,23735,475,2.0
